period,period_type,remaining_seconds_in_period,relevant_team,away_team,home_team,away_score,home_score,description
4,QUARTER,709.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Personal foul by J. Nurkić {/players/n/nurkiju01.html} (drawn by C. Sexton {/players/s/sextoco01.html})
4,QUARTER,702.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Personal foul by K. Filipowski {/players/f/filipky01.html} (drawn by P. Connaughton {/players/c/connapa01.html})
4,QUARTER,688.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,P. Connaughton {/players/c/connapa01.html} misses 3-pt jump shot from 28 ft
4,QUARTER,685.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Defensive rebound by W. Clayton {/players/c/claytwa01.html}
4,QUARTER,667.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,104,L. Markkanen {/players/m/markkla01.html} misses 3-pt jump shot from 25 ft
4,QUARTER,666.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Offensive rebound by Team
4,QUARTER,661.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,104,K. Filipowski {/players/f/filipky01.html} misses 3-pt jump shot from 25 ft
4,QUARTER,657.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Defensive rebound by C. Sexton {/players/s/sextoco01.html}
4,QUARTER,640.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,R. Kalkbrenner {/players/k/kalkbry01.html} misses 2-pt layup from 3 ft
4,QUARTER,638.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Defensive rebound by J. Nurkić {/players/n/nurkiju01.html}
4,QUARTER,632.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,104,K. Filipowski {/players/f/filipky01.html} misses 2-pt layup from 3 ft
4,QUARTER,630.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Defensive rebound by R. Kalkbrenner {/players/k/kalkbry01.html}
4,QUARTER,609.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,107,P. Connaughton {/players/c/connapa01.html} makes 3-pt jump shot from 23 ft (assist by K. Knueppel {/players/k/knuepko01.html})
4,QUARTER,595.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,88,107,L. Markkanen {/players/m/markkla01.html} makes 2-pt dunk from 1 ft (assist by J. Nurkić {/players/n/nurkiju01.html})
4,QUARTER,578.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,88,107,R. Kalkbrenner {/players/k/kalkbry01.html} misses 2-pt layup from 5 ft
4,QUARTER,576.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,88,107,Defensive rebound by J. Nurkić {/players/n/nurkiju01.html}
4,QUARTER,571.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,88,107,Offensive foul by J. Nurkić {/players/n/nurkiju01.html} (drawn by S. James {/players/j/jamessi01.html})
4,QUARTER,571.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,88,107,Turnover by J. Nurkić {/players/n/nurkiju01.html} (offensive foul)
4,QUARTER,571.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,88,107,K. George {/players/g/georgke01.html} enters the game for W. Clayton {/players/c/claytwa01.html}
4,QUARTER,571.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,88,107,T. Hendricks {/players/h/hendrta01.html} enters the game for K. Filipowski {/players/f/filipky01.html}
4,QUARTER,555.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,88,107,Turnover by C. Sexton {/players/s/sextoco01.html} (bad pass; steal by J. Nurkić {/players/n/nurkiju01.html})
4,QUARTER,548.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,90,107,K. George {/players/g/georgke01.html} makes 2-pt jump shot from 3 ft (assist by L. Markkanen {/players/m/markkla01.html})
4,QUARTER,533.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,90,107,P. Connaughton {/players/c/connapa01.html} misses 2-pt layup from 1 ft
4,QUARTER,533.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,90,107,Offensive rebound by Team
4,QUARTER,533.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,90,107,Instant Replay (Challenge: Ruling Stands)
4,QUARTER,533.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,90,107,Utah full timeout
4,QUARTER,519.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,90,109,S. James {/players/j/jamessi01.html} makes 2-pt layup from 2 ft (assist by C. Sexton {/players/s/sextoco01.html})
4,QUARTER,503.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,90,109,J. Nurkić {/players/n/nurkiju01.html} misses 2-pt hook shot from 7 ft
4,QUARTER,501.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,90,109,Offensive rebound by T. Hendricks {/players/h/hendrta01.html}
4,QUARTER,500.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,92,109,T. Hendricks {/players/h/hendrta01.html} makes 2-pt layup from 1 ft
4,QUARTER,490.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,92,112,K. Knueppel {/players/k/knuepko01.html} makes 3-pt jump shot from 23 ft (assist by C. Sexton {/players/s/sextoco01.html})
4,QUARTER,474.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,92,112,Shooting foul by C. Sexton {/players/s/sextoco01.html} (drawn by K. George {/players/g/georgke01.html})
4,QUARTER,474.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,93,112,K. George {/players/g/georgke01.html} makes free throw 1 of 2
4,QUARTER,474.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,112,K. George {/players/g/georgke01.html} makes free throw 2 of 2
4,QUARTER,458.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,112,P. Connaughton {/players/c/connapa01.html} misses 3-pt jump shot from 23 ft
4,QUARTER,455.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,112,Defensive rebound by J. Nurkić {/players/n/nurkiju01.html}
4,QUARTER,450.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,112,L. Markkanen {/players/m/markkla01.html} misses 3-pt jump shot from 26 ft
4,QUARTER,450.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,112,Defensive rebound by Team
4,QUARTER,450.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,112,Loose ball foul by K. George {/players/g/georgke01.html} (drawn by C. Sexton {/players/s/sextoco01.html})
4,QUARTER,450.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,112,M. Bridges {/players/b/bridgmi02.html} enters the game for P. Connaughton {/players/c/connapa01.html}
4,QUARTER,429.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,114,K. Knueppel {/players/k/knuepko01.html} makes 2-pt jump shot from 9 ft (assist by C. Sexton {/players/s/sextoco01.html})
4,QUARTER,417.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,114,Turnover by K. George {/players/g/georgke01.html} (bad pass; steal by R. Kalkbrenner {/players/k/kalkbry01.html})
4,QUARTER,412.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,S. James {/players/j/jamessi01.html} makes 2-pt layup from 3 ft (assist by C. Sexton {/players/s/sextoco01.html})
4,QUARTER,396.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,J. Nurkić {/players/n/nurkiju01.html} misses 3-pt jump shot from 26 ft
4,QUARTER,394.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Defensive rebound by M. Bridges {/players/b/bridgmi02.html}
4,QUARTER,385.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,K. Knueppel {/players/k/knuepko01.html} misses 2-pt jump shot from 19 ft
4,QUARTER,381.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Defensive rebound by J. Nurkić {/players/n/nurkiju01.html}
4,QUARTER,371.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,L. Markkanen {/players/m/markkla01.html} misses 2-pt layup from 3 ft
4,QUARTER,370.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Offensive rebound by L. Markkanen {/players/m/markkla01.html}
4,QUARTER,370.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,L. Markkanen {/players/m/markkla01.html} misses 2-pt layup at rim
4,QUARTER,370.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Offensive rebound by Team
4,QUARTER,370.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,A. Bailey {/players/b/baileac01.html} enters the game for S. Mykhailiuk {/players/m/mykhasv01.html}
4,QUARTER,370.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,K. Love {/players/l/loveke01.html} enters the game for J. Nurkić {/players/n/nurkiju01.html}
4,QUARTER,370.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,M. Diabaté {/players/d/diabamo01.html} enters the game for R. Kalkbrenner {/players/k/kalkbry01.html}
4,QUARTER,370.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,T. Mann {/players/m/manntr01.html} enters the game for C. Sexton {/players/s/sextoco01.html}
4,QUARTER,355.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,K. Love {/players/l/loveke01.html} misses 3-pt jump shot from 26 ft
4,QUARTER,353.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Defensive rebound by M. Bridges {/players/b/bridgmi02.html}
4,QUARTER,335.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,M. Bridges {/players/b/bridgmi02.html} misses 2-pt jump shot from 11 ft
4,QUARTER,333.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Offensive rebound by M. Diabaté {/players/d/diabamo01.html}
4,QUARTER,327.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,T. Mann {/players/m/manntr01.html} misses 2-pt layup from 3 ft
4,QUARTER,326.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Offensive rebound by M. Diabaté {/players/d/diabamo01.html}
4,QUARTER,323.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,M. Bridges {/players/b/bridgmi02.html} misses 3-pt jump shot from 26 ft
4,QUARTER,323.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Defensive rebound by Team
4,QUARTER,306.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,116,L. Markkanen {/players/m/markkla01.html} misses 2-pt hook shot from 7 ft
4,QUARTER,303.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,116,Defensive rebound by M. Diabaté {/players/d/diabamo01.html}
4,QUARTER,295.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,M. Bridges {/players/b/bridgmi02.html} makes 2-pt layup from 3 ft
4,QUARTER,295.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Utah full timeout
4,QUARTER,295.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,K. Anderson {/players/a/anderky01.html} enters the game for K. George {/players/g/georgke01.html}
4,QUARTER,295.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,W. Clayton {/players/c/claytwa01.html} enters the game for T. Hendricks {/players/h/hendrta01.html}
4,QUARTER,295.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,K. Filipowski {/players/f/filipky01.html} enters the game for K. Love {/players/l/loveke01.html}
4,QUARTER,295.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,C. Williams {/players/w/willico04.html} enters the game for L. Markkanen {/players/m/markkla01.html}
4,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,A. Bailey {/players/b/baileac01.html} misses 3-pt jump shot from 26 ft
4,QUARTER,281.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Offensive rebound by C. Williams {/players/w/willico04.html}
4,QUARTER,267.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Turnover by Team (shot clock)
4,QUARTER,244.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,M. Bridges {/players/b/bridgmi02.html} misses 3-pt jump shot from 27 ft
4,QUARTER,244.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Offensive rebound by Team
4,QUARTER,244.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Turnover by Team (shot clock)
4,QUARTER,228.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,K. Anderson {/players/a/anderky01.html} misses 2-pt layup from 5 ft
4,QUARTER,227.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Defensive rebound by K. Knueppel {/players/k/knuepko01.html}
4,QUARTER,219.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,M. Bridges {/players/b/bridgmi02.html} misses 2-pt layup from 4 ft
4,QUARTER,218.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Defensive rebound by Team
4,QUARTER,218.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,94,118,Personal foul by M. Diabaté {/players/d/diabamo01.html} (drawn by C. Williams {/players/w/willico04.html})
4,QUARTER,218.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,P. Connaughton {/players/c/connapa01.html} enters the game for M. Bridges {/players/b/bridgmi02.html}
4,QUARTER,218.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,94,118,M. Plumlee {/players/p/plumlma01.html} enters the game for M. Diabaté {/players/d/diabamo01.html}
4,QUARTER,205.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,96,118,A. Bailey {/players/b/baileac01.html} makes 2-pt dunk from 1 ft (assist by K. Anderson {/players/a/anderky01.html})
4,QUARTER,186.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,96,118,K. Knueppel {/players/k/knuepko01.html} misses 3-pt jump shot from 26 ft
4,QUARTER,184.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,96,118,Defensive rebound by W. Clayton {/players/c/claytwa01.html}
4,QUARTER,174.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,96,118,K. Filipowski {/players/f/filipky01.html} misses 2-pt dunk from 2 ft
4,QUARTER,173.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,96,118,Defensive rebound by M. Plumlee {/players/p/plumlma01.html}
4,QUARTER,173.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,96,118,Turnover by M. Plumlee {/players/p/plumlma01.html} (bad pass)
4,QUARTER,173.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,96,118,K. Simpson {/players/s/simpskj01.html} enters the game for T. Mann {/players/m/manntr01.html}
4,QUARTER,161.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,98,118,K. Filipowski {/players/f/filipky01.html} makes 2-pt dunk from 2 ft (assist by A. Bailey {/players/b/baileac01.html})
4,QUARTER,141.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,98,120,K. Simpson {/players/s/simpskj01.html} makes 2-pt layup from 3 ft
4,QUARTER,133.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,98,120,A. Bailey {/players/b/baileac01.html} misses 3-pt jump shot from 26 ft
4,QUARTER,129.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,98,120,Defensive rebound by K. Simpson {/players/s/simpskj01.html}
4,QUARTER,111.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,98,123,K. Simpson {/players/s/simpskj01.html} makes 3-pt jump shot from 25 ft (assist by K. Knueppel {/players/k/knuepko01.html})
4,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,98,123,Shooting foul by M. Plumlee {/players/p/plumlma01.html} (drawn by K. Anderson {/players/a/anderky01.html})
4,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,98,123,K. Anderson {/players/a/anderky01.html} misses free throw 1 of 2
4,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,98,123,Offensive rebound by Team
4,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,99,123,K. Anderson {/players/a/anderky01.html} makes free throw 2 of 2
4,QUARTER,98.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,99,123,L. McNeeley {/players/m/mcneeli01.html} enters the game for K. Knueppel {/players/k/knuepko01.html}
4,QUARTER,92.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,99,123,Personal foul by W. Clayton {/players/c/claytwa01.html} (drawn by K. Simpson {/players/s/simpskj01.html})
4,QUARTER,75.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,99,126,L. McNeeley {/players/m/mcneeli01.html} makes 3-pt jump shot from 31 ft (assist by K. Simpson {/players/s/simpskj01.html})
4,QUARTER,55.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,99,126,K. Anderson {/players/a/anderky01.html} misses 2-pt layup from 4 ft
4,QUARTER,52.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,99,126,Defensive rebound by K. Simpson {/players/s/simpskj01.html}
4,QUARTER,48.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,99,126,Turnover by K. Simpson {/players/s/simpskj01.html} (lost ball; steal by K. Anderson {/players/a/anderky01.html})
4,QUARTER,45.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,101,126,K. Anderson {/players/a/anderky01.html} makes 2-pt layup from 3 ft (assist by K. Filipowski {/players/f/filipky01.html})
4,QUARTER,45.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,101,126,Violation by Team (def goaltending)
4,QUARTER,28.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,101,126,Offensive foul by L. McNeeley {/players/m/mcneeli01.html} (drawn by K. Anderson {/players/a/anderky01.html})
4,QUARTER,28.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,101,126,Turnover by L. McNeeley {/players/m/mcneeli01.html} (offensive foul)
4,QUARTER,17.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,103,126,K. Anderson {/players/a/anderky01.html} makes 2-pt jump shot from 4 ft
