period,period_type,remaining_seconds_in_period,relevant_team,away_team,home_team,away_score,home_score,description
2,QUARTER,150.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,39,62,K. George {/players/g/georgke01.html} enters the game for T. Hendricks {/players/h/hendrta01.html}
2,QUARTER,150.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,39,62,L. Markkanen {/players/m/markkla01.html} enters the game for S. Mykhailiuk {/players/m/mykhasv01.html}
2,QUARTER,138.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,39,64,M. Diabaté {/players/d/diabamo01.html} makes 2-pt dunk from 2 ft (assist by C. Sexton {/players/s/sextoco01.html})
2,QUARTER,108.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,41,64,L. Markkanen {/players/m/markkla01.html} makes 2-pt jump shot from 5 ft (assist by K. George {/players/g/georgke01.html})
2,QUARTER,100.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,41,64,Turnover by C. Sexton {/players/s/sextoco01.html} (out of bounds lost ball)
2,QUARTER,85.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,41,64,Turnover by C. Williams {/players/w/willico04.html} (lost ball; steal by K. Knueppel {/players/k/knuepko01.html})
2,QUARTER,81.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,41,64,Personal foul by K. George {/players/g/georgke01.html} (drawn by M. Diabaté {/players/d/diabamo01.html})
2,QUARTER,68.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,41,66,M. Diabaté {/players/d/diabamo01.html} makes 2-pt layup from 3 ft (assist by C. Sexton {/players/s/sextoco01.html})
2,QUARTER,57.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,43,66,K. George {/players/g/georgke01.html} makes 2-pt layup from 3 ft
2,QUARTER,37.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,43,66,T. Mann {/players/m/manntr01.html} misses 2-pt jump shot from 7 ft
2,QUARTER,34.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,43,66,Offensive rebound by M. Diabaté {/players/d/diabamo01.html}
2,QUARTER,34.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,43,68,M. Diabaté {/players/d/diabamo01.html} makes 2-pt layup at rim
2,QUARTER,32.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,43,68,Loose ball foul by T. Mann {/players/m/manntr01.html} (drawn by K. George {/players/g/georgke01.html})
2,QUARTER,32.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,44,68,K. George {/players/g/georgke01.html} makes free throw 1 of 2
2,QUARTER,32.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,45,68,K. George {/players/g/georgke01.html} makes free throw 2 of 2
2,QUARTER,14.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,45,68,C. Sexton {/players/s/sextoco01.html} misses 2-pt jump shot from 3 ft (block by C. Williams {/players/w/willico04.html})
2,QUARTER,11.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,45,68,Offensive rebound by M. Diabaté {/players/d/diabamo01.html}
2,QUARTER,10.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,45,71,T. Mann {/players/m/manntr01.html} makes 3-pt jump shot from 25 ft (assist by M. Bridges {/players/b/bridgmi02.html})
2,QUARTER,1.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,48,71,L. Markkanen {/players/m/markkla01.html} makes 3-pt jump shot from 27 ft (assist by W. Clayton {/players/c/claytwa01.html})
2,QUARTER,0.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,71,Team misses heave shot
2,QUARTER,0.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,71,Offensive rebound by Team
3,QUARTER,705.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,73,R. Kalkbrenner {/players/k/kalkbry01.html} makes 2-pt hook shot from 5 ft (assist by M. Bridges {/players/b/bridgmi02.html})
3,QUARTER,691.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,48,73,L. Markkanen {/players/m/markkla01.html} misses 2-pt layup from 5 ft (block by R. Kalkbrenner {/players/k/kalkbry01.html})
3,QUARTER,690.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,73,Defensive rebound by S. James {/players/j/jamessi01.html}
3,QUARTER,687.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,73,Shooting foul by S. Mykhailiuk {/players/m/mykhasv01.html} (drawn by M. Bridges {/players/b/bridgmi02.html})
3,QUARTER,687.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,74,M. Bridges {/players/b/bridgmi02.html} makes free throw 1 of 2
3,QUARTER,687.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,75,M. Bridges {/players/b/bridgmi02.html} makes free throw 2 of 2
3,QUARTER,670.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,48,75,K. George {/players/g/georgke01.html} misses 3-pt jump shot from 23 ft
3,QUARTER,667.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,75,Defensive rebound by R. Kalkbrenner {/players/k/kalkbry01.html}
3,QUARTER,659.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,75,Charlotte full timeout
3,QUARTER,652.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,48,77,M. Bridges {/players/b/bridgmi02.html} makes 2-pt hook shot from 6 ft
3,QUARTER,641.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,48,77,Shooting foul by M. Bridges {/players/b/bridgmi02.html} (drawn by L. Markkanen {/players/m/markkla01.html})
3,QUARTER,641.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,49,77,L. Markkanen {/players/m/markkla01.html} makes free throw 1 of 2
3,QUARTER,641.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,50,77,L. Markkanen {/players/m/markkla01.html} makes free throw 2 of 2
3,QUARTER,641.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,50,77,Violation by C. Sexton {/players/s/sextoco01.html} (double lane)
3,QUARTER,641.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,50,77,Violation by J. Nurkić {/players/n/nurkiju01.html} (double lane)
3,QUARTER,622.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,50,79,C. Sexton {/players/s/sextoco01.html} makes 2-pt jump shot from 7 ft (assist by K. Knueppel {/players/k/knuepko01.html})
3,QUARTER,605.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,50,79,Turnover by K. George {/players/g/georgke01.html} (bad pass; steal by R. Kalkbrenner {/players/k/kalkbry01.html})
3,QUARTER,597.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,50,79,C. Sexton {/players/s/sextoco01.html} misses 3-pt jump shot from 27 ft
3,QUARTER,593.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,50,79,Defensive rebound by J. Nurkić {/players/n/nurkiju01.html}
3,QUARTER,583.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,52,79,J. Nurkić {/players/n/nurkiju01.html} makes 2-pt jump shot from 7 ft
3,QUARTER,567.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,52,79,Personal foul by T. Hendricks {/players/h/hendrta01.html} (drawn by C. Sexton {/players/s/sextoco01.html})
3,QUARTER,557.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,52,79,C. Sexton {/players/s/sextoco01.html} misses 2-pt layup from 4 ft
3,QUARTER,555.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,52,79,Defensive rebound by L. Markkanen {/players/m/markkla01.html}
3,QUARTER,552.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,52,79,K. George {/players/g/georgke01.html} misses 2-pt layup from 3 ft
3,QUARTER,552.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,52,79,Defensive rebound by Team
3,QUARTER,537.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,52,81,K. Knueppel {/players/k/knuepko01.html} makes 2-pt jump shot from 9 ft (assist by C. Sexton {/players/s/sextoco01.html})
3,QUARTER,529.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,52,81,Personal foul by S. James {/players/j/jamessi01.html} (drawn by K. George {/players/g/georgke01.html})
3,QUARTER,520.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,55,81,T. Hendricks {/players/h/hendrta01.html} makes 3-pt jump shot from 24 ft (assist by L. Markkanen {/players/m/markkla01.html})
3,QUARTER,509.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,55,81,Personal foul by J. Nurkić {/players/n/nurkiju01.html} (drawn by C. Sexton {/players/s/sextoco01.html})
3,QUARTER,497.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,55,83,M. Bridges {/players/b/bridgmi02.html} makes 2-pt jump shot from 11 ft (assist by C. Sexton {/players/s/sextoco01.html})
3,QUARTER,484.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,55,83,L. Markkanen {/players/m/markkla01.html} misses 2-pt layup from 3 ft
3,QUARTER,482.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,55,83,Defensive rebound by S. James {/players/j/jamessi01.html}
3,QUARTER,470.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,55,83,K. Knueppel {/players/k/knuepko01.html} misses 3-pt jump shot from 25 ft
3,QUARTER,467.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,55,83,Defensive rebound by L. Markkanen {/players/m/markkla01.html}
3,QUARTER,463.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,55,83,Personal foul by S. James {/players/j/jamessi01.html} (drawn by K. George {/players/g/georgke01.html})
3,QUARTER,463.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,55,83,K. Love {/players/l/loveke01.html} enters the game for J. Nurkić {/players/n/nurkiju01.html}
3,QUARTER,463.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,55,83,M. Diabaté {/players/d/diabamo01.html} enters the game for S. James {/players/j/jamessi01.html}
3,QUARTER,463.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,55,83,T. Mann {/players/m/manntr01.html} enters the game for R. Kalkbrenner {/players/k/kalkbry01.html}
3,QUARTER,458.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,57,83,T. Hendricks {/players/h/hendrta01.html} makes 2-pt layup from 2 ft (assist by K. George {/players/g/georgke01.html})
3,QUARTER,443.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,57,83,K. Knueppel {/players/k/knuepko01.html} misses 3-pt jump shot from 24 ft
3,QUARTER,443.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,57,83,Offensive rebound by T. Mann {/players/m/manntr01.html}
3,QUARTER,429.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,57,85,M. Diabaté {/players/d/diabamo01.html} makes 2-pt dunk from 2 ft (assist by C. Sexton {/players/s/sextoco01.html})
3,QUARTER,412.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,60,85,T. Hendricks {/players/h/hendrta01.html} makes 3-pt jump shot from 24 ft (assist by K. Love {/players/l/loveke01.html})
3,QUARTER,399.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,60,88,M. Bridges {/players/b/bridgmi02.html} makes 3-pt jump shot from 23 ft (assist by C. Sexton {/players/s/sextoco01.html})
3,QUARTER,383.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,62,88,K. George {/players/g/georgke01.html} makes 2-pt layup from 1 ft
3,QUARTER,359.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,62,91,T. Mann {/players/m/manntr01.html} makes 3-pt jump shot from 30 ft
3,QUARTER,340.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,62,91,L. Markkanen {/players/m/markkla01.html} misses 3-pt jump shot from 25 ft
3,QUARTER,340.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,62,91,Offensive rebound by K. Love {/players/l/loveke01.html}
3,QUARTER,334.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,65,91,K. George {/players/g/georgke01.html} makes 3-pt jump shot from 26 ft (assist by K. Love {/players/l/loveke01.html})
3,QUARTER,320.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,65,91,C. Sexton {/players/s/sextoco01.html} misses 2-pt jump shot from 11 ft
3,QUARTER,320.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,65,91,Offensive rebound by C. Sexton {/players/s/sextoco01.html}
3,QUARTER,317.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,65,91,C. Sexton {/players/s/sextoco01.html} misses 2-pt jump shot from 10 ft
3,QUARTER,315.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,65,91,Defensive rebound by T. Hendricks {/players/h/hendrta01.html}
3,QUARTER,309.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,67,91,L. Markkanen {/players/m/markkla01.html} makes 2-pt dunk from 1 ft (assist by T. Hendricks {/players/h/hendrta01.html})
3,QUARTER,301.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,67,93,C. Sexton {/players/s/sextoco01.html} makes 2-pt layup from 2 ft (assist by M. Bridges {/players/b/bridgmi02.html})
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,67,93,T. Hendricks {/players/h/hendrta01.html} misses 2-pt layup from 2 ft
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,67,93,Offensive rebound by T. Hendricks {/players/h/hendrta01.html}
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,67,93,Flagrant foul type 1 by M. Bridges {/players/b/bridgmi02.html} (drawn by T. Hendricks {/players/h/hendrta01.html})
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,67,93,Instant Replay (Request: Ruling Stands)
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,68,93,T. Hendricks {/players/h/hendrta01.html} makes flagrant free throw 1 of 2
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,69,93,T. Hendricks {/players/h/hendrta01.html} makes flagrant free throw 2 of 2
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,69,93,A. Bailey {/players/b/baileac01.html} enters the game for T. Hendricks {/players/h/hendrta01.html}
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,69,93,K. Filipowski {/players/f/filipky01.html} enters the game for L. Markkanen {/players/m/markkla01.html}
3,QUARTER,283.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,69,93,B. Sensabaugh {/players/s/sensabr01.html} enters the game for S. Mykhailiuk {/players/m/mykhasv01.html}
3,QUARTER,283.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,69,93,K. Simpson {/players/s/simpskj01.html} enters the game for C. Sexton {/players/s/sextoco01.html}
3,QUARTER,269.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,71,93,K. George {/players/g/georgke01.html} makes 2-pt layup from 2 ft (assist by K. Love {/players/l/loveke01.html})
3,QUARTER,258.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,71,93,T. Mann {/players/m/manntr01.html} misses 2-pt jump shot from 7 ft (block by K. George {/players/g/georgke01.html})
3,QUARTER,258.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,71,93,Defensive rebound by K. Love {/players/l/loveke01.html}
3,QUARTER,246.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,71,93,Shooting foul by T. Mann {/players/m/manntr01.html} (drawn by K. George {/players/g/georgke01.html})
3,QUARTER,246.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,72,93,K. George {/players/g/georgke01.html} makes free throw 1 of 2
3,QUARTER,246.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,73,93,K. George {/players/g/georgke01.html} makes free throw 2 of 2
3,QUARTER,233.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,73,95,M. Diabaté {/players/d/diabamo01.html} makes 2-pt layup from 2 ft (assist by M. Bridges {/players/b/bridgmi02.html})
3,QUARTER,233.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,73,95,Shooting foul by B. Sensabaugh {/players/s/sensabr01.html} (drawn by M. Diabaté {/players/d/diabamo01.html})
3,QUARTER,233.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,73,96,M. Diabaté {/players/d/diabamo01.html} makes free throw 1 of 1
3,QUARTER,220.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,73,96,Personal foul by M. Diabaté {/players/d/diabamo01.html} (drawn by K. George {/players/g/georgke01.html})
3,QUARTER,220.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,74,96,K. George {/players/g/georgke01.html} makes free throw 1 of 2
3,QUARTER,220.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,75,96,K. George {/players/g/georgke01.html} makes free throw 2 of 2
3,QUARTER,210.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,75,96,Shooting foul by K. Filipowski {/players/f/filipky01.html} (drawn by M. Bridges {/players/b/bridgmi02.html})
3,QUARTER,210.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,75,97,M. Bridges {/players/b/bridgmi02.html} makes free throw 1 of 2
3,QUARTER,210.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,75,98,M. Bridges {/players/b/bridgmi02.html} makes free throw 2 of 2
3,QUARTER,191.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,75,98,K. George {/players/g/georgke01.html} misses 2-pt layup from 3 ft (block by M. Diabaté {/players/d/diabamo01.html})
3,QUARTER,188.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,75,98,Defensive rebound by K. Knueppel {/players/k/knuepko01.html}
3,QUARTER,178.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,75,98,T. Mann {/players/m/manntr01.html} misses 3-pt jump shot from 23 ft
3,QUARTER,177.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,75,98,Defensive rebound by K. Love {/players/l/loveke01.html}
3,QUARTER,177.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,75,98,Turnover by K. Love {/players/l/loveke01.html} (bad pass)
3,QUARTER,177.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,75,98,Utah full timeout
3,QUARTER,177.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,75,98,L. McNeeley {/players/m/mcneeli01.html} enters the game for K. Knueppel {/players/k/knuepko01.html}
3,QUARTER,161.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,75,98,M. Bridges {/players/b/bridgmi02.html} misses 3-pt jump shot from 25 ft
3,QUARTER,158.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,75,98,Defensive rebound by K. George {/players/g/georgke01.html}
3,QUARTER,152.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,77,98,A. Bailey {/players/b/baileac01.html} makes 2-pt layup from 2 ft (assist by K. George {/players/g/georgke01.html})
3,QUARTER,140.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,77,98,M. Bridges {/players/b/bridgmi02.html} misses 2-pt layup from 3 ft
3,QUARTER,139.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,77,98,Defensive rebound by K. Love {/players/l/loveke01.html}
3,QUARTER,120.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,77,98,K. George {/players/g/georgke01.html} misses 2-pt jump shot from 15 ft
3,QUARTER,118.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,77,98,Defensive rebound by M. Diabaté {/players/d/diabamo01.html}
3,QUARTER,108.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,77,100,M. Diabaté {/players/d/diabamo01.html} makes 2-pt layup from 3 ft (assist by K. Simpson {/players/s/simpskj01.html})
3,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,77,100,Shooting foul by T. Mann {/players/m/manntr01.html} (drawn by B. Sensabaugh {/players/s/sensabr01.html})
3,QUARTER,98.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,77,100,Charlotte full timeout
3,QUARTER,98.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,77,100,Instant Replay (Challenge: Ruling Stands)
3,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,77,100,W. Clayton {/players/c/claytwa01.html} enters the game for K. George {/players/g/georgke01.html}
3,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,78,100,B. Sensabaugh {/players/s/sensabr01.html} makes free throw 1 of 2
3,QUARTER,98.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,79,100,B. Sensabaugh {/players/s/sensabr01.html} makes free throw 2 of 2
3,QUARTER,89.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,79,100,Turnover by K. Simpson {/players/s/simpskj01.html} (bad pass; steal by B. Sensabaugh {/players/s/sensabr01.html})
3,QUARTER,84.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,79,100,Shooting foul by K. Simpson {/players/s/simpskj01.html} (drawn by B. Sensabaugh {/players/s/sensabr01.html})
3,QUARTER,84.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,80,100,B. Sensabaugh {/players/s/sensabr01.html} makes free throw 1 of 2
3,QUARTER,84.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,81,100,B. Sensabaugh {/players/s/sensabr01.html} makes free throw 2 of 2
3,QUARTER,69.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,81,100,T. Mann {/players/m/manntr01.html} misses 3-pt jump shot from 26 ft
3,QUARTER,67.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,81,100,Defensive rebound by Team
3,QUARTER,67.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,81,100,Loose ball foul by T. Mann {/players/m/manntr01.html} (drawn by K. Love {/players/l/loveke01.html})
3,QUARTER,67.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,81,100,K. Love {/players/l/loveke01.html} misses free throw 1 of 2
3,QUARTER,67.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,81,100,Offensive rebound by Team
3,QUARTER,67.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,81,100,C. Sexton {/players/s/sextoco01.html} enters the game for T. Mann {/players/m/manntr01.html}
3,QUARTER,67.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,82,100,K. Love {/players/l/loveke01.html} makes free throw 2 of 2
3,QUARTER,49.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,82,100,Turnover by K. Simpson {/players/s/simpskj01.html} (bad pass; steal by K. Filipowski {/players/f/filipky01.html})
3,QUARTER,45.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,84,100,A. Bailey {/players/b/baileac01.html} makes 2-pt dunk from 1 ft (assist by W. Clayton {/players/c/claytwa01.html})
3,QUARTER,34.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,84,100,Personal foul by K. Filipowski {/players/f/filipky01.html} (drawn by M. Bridges {/players/b/bridgmi02.html})
3,QUARTER,34.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,84,101,M. Bridges {/players/b/bridgmi02.html} makes free throw 1 of 2
3,QUARTER,34.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,84,101,L. Markkanen {/players/m/markkla01.html} enters the game for K. Filipowski {/players/f/filipky01.html}
3,QUARTER,34.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,84,102,M. Bridges {/players/b/bridgmi02.html} makes free throw 2 of 2
3,QUARTER,27.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,84,102,Personal foul by K. Simpson {/players/s/simpskj01.html} (drawn by W. Clayton {/players/c/claytwa01.html})
3,QUARTER,27.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,85,102,W. Clayton {/players/c/claytwa01.html} makes free throw 1 of 2
3,QUARTER,27.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,102,W. Clayton {/players/c/claytwa01.html} makes free throw 2 of 2
3,QUARTER,4.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,102,Turnover by C. Sexton {/players/s/sextoco01.html} (lost ball; steal by A. Bailey {/players/b/baileac01.html})
3,QUARTER,3.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,102,Turnover by A. Bailey {/players/b/baileac01.html} (bad pass; steal by K. Simpson {/players/s/simpskj01.html})
3,QUARTER,1.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,102,K. Simpson {/players/s/simpskj01.html} misses 2-pt layup from 3 ft
3,QUARTER,1.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,102,Offensive rebound by M. Diabaté {/players/d/diabamo01.html}
3,QUARTER,0.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,M. Diabaté {/players/d/diabamo01.html} makes 2-pt layup at rim
4,QUARTER,0.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Instant Replay (Request: Ruling Stands)
4,QUARTER,709.0,UTAH JAZZ,UTAH JAZZ,CHARLOTTE HORNETS,86,104,W. Clayton {/players/c/claytwa01.html} misses 2-pt layup from 7 ft (block by R. Kalkbrenner {/players/k/kalkbry01.html})
4,QUARTER,709.0,CHARLOTTE HORNETS,UTAH JAZZ,CHARLOTTE HORNETS,86,104,Defensive rebound by C. Sexton {/players/s/sextoco01.html}
